scheme_name,state,category,department,eligibility,benefits,documents_required,application_process,official_website,min_income,max_income,min_age,max_age,gender,target_category
Seva Benefit Scheme 2362,Rajasthan,Student,Agriculture,Resident of Rajasthan; category Student; annual income between 150000 and 450000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2362,150000,450000,18,60,All,Student
Seva Benefit Scheme 2363,Andhra Pradesh,Student,Social Welfare,Resident of Andhra Pradesh; category Student; annual income between 0 and 500000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2363,0,500000,0,0,Female,Student
Seva Benefit Scheme 2364,Karnataka,General,Health,Resident of Karnataka; category General; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2364,50000,550000,0,0,Male,General
Seva Benefit Scheme 2365,Uttar Pradesh,ST,Social Welfare,Resident of Uttar Pradesh; category ST; annual income between 0 and 500000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2365,0,500000,0,60,Male,ST
Seva Benefit Scheme 2366,Delhi,Disabled,Health,Resident of Delhi; category Disabled; annual income between 0 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2366,0,200000,40,80,All,Disabled
Seva Benefit Scheme 2367,Bihar,OBC,Health,Resident of Bihar; category OBC; annual income between 0 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2367,0,200000,21,45,Female,OBC
Seva Benefit Scheme 2368,West Bengal,Minority,Skill Development,Resident of West Bengal; category Minority; annual income between 100000 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2368,100000,200000,35,60,Female,Minority
Seva Benefit Scheme 2369,Bihar,SC,Women & Child,Resident of Bihar; category SC; annual income between 50000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2369,50000,350000,60,60,Female,SC
Seva Benefit Scheme 2370,Karnataka,ST,Agriculture,Resident of Karnataka; category ST; annual income between 150000 and 450000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2370,150000,450000,45,60,All,ST
Seva Benefit Scheme 2371,Karnataka,Women,Education,Resident of Karnataka; category Women; annual income between 50000 and 550000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2371,50000,550000,18,0,Male,Women
Seva Benefit Scheme 2372,Bihar,Women,Skill Development,Resident of Bihar; category Women; annual income between 150000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2372,150000,350000,0,0,All,Women
Seva Benefit Scheme 2373,West Bengal,Women,Agriculture,Resident of West Bengal; category Women; annual income between 150000 and 650000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2373,150000,650000,21,60,Male,Women
Seva Benefit Scheme 2374,Uttar Pradesh,SC,Rural Development,Resident of Uttar Pradesh; category SC; annual income between 150000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2374,150000,250000,21,80,Male,SC
Seva Benefit Scheme 2375,Delhi,ST,Health,Resident of Delhi; category ST; annual income between 150000 and 650000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2375,150000,650000,21,60,Female,ST
Seva Benefit Scheme 2376,Uttar Pradesh,Farmer,Skill Development,Resident of Uttar Pradesh; category Farmer; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2376,50000,350000,18,45,Male,Farmer
Seva Benefit Scheme 2377,Andhra Pradesh,General,Health,Resident of Andhra Pradesh; category General; annual income between 150000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2377,150000,350000,0,45,Female,General
Seva Benefit Scheme 2378,Uttar Pradesh,Women,Education,Resident of Uttar Pradesh; category Women; annual income between 50000 and 550000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2378,50000,550000,0,60,All,Women
Seva Benefit Scheme 2379,Karnataka,Women,Women & Child,Resident of Karnataka; category Women; annual income between 100000 and 600000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2379,100000,600000,18,35,All,Women
Seva Benefit Scheme 2380,Tamil Nadu,Farmer,Women & Child,Resident of Tamil Nadu; category Farmer; annual income between 100000 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2380,100000,200000,0,45,All,Farmer
Seva Benefit Scheme 2381,Maharashtra,General,Skill Development,Resident of Maharashtra; category General; annual income between 0 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2381,0,300000,40,80,Male,General
Seva Benefit Scheme 2382,Bihar,ST,Women & Child,Resident of Bihar; category ST; annual income between 50000 and 150000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2382,50000,150000,21,0,Female,ST
Seva Benefit Scheme 2383,Maharashtra,Minority,Social Welfare,Resident of Maharashtra; category Minority; annual income between 50000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2383,50000,250000,0,0,Female,Minority
Seva Benefit Scheme 2384,Gujarat,SC,Minority Affairs,Resident of Gujarat; category SC; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2384,50000,350000,35,60,All,SC
Seva Benefit Scheme 2385,Maharashtra,Women,Minority Affairs,Resident of Maharashtra; category Women; annual income between 100000 and 600000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2385,100000,600000,40,60,Female,Women
Seva Benefit Scheme 2386,Rajasthan,OBC,Women & Child,Resident of Rajasthan; category OBC; annual income between 150000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2386,150000,350000,35,60,All,OBC
Seva Benefit Scheme 2387,Gujarat,ST,Social Welfare,Resident of Gujarat; category ST; annual income between 100000 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2387,100000,200000,40,60,Male,ST
Seva Benefit Scheme 2388,Karnataka,SC,Women & Child,Resident of Karnataka; category SC; annual income between 0 and 500000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2388,0,500000,45,60,Female,SC
Seva Benefit Scheme 2389,Maharashtra,Minority,Skill Development,Resident of Maharashtra; category Minority; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2389,50000,550000,18,60,All,Minority
Seva Benefit Scheme 2390,Bihar,Senior Citizen,Education,Resident of Bihar; category Senior Citizen; annual income between 100000 and 400000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2390,100000,400000,0,35,All,Senior Citizen
Seva Benefit Scheme 2391,Karnataka,Minority,Agriculture,Resident of Karnataka; category Minority; annual income between 150000 and 650000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2391,150000,650000,21,0,Female,Minority
Seva Benefit Scheme 2392,Maharashtra,Disabled,Minority Affairs,Resident of Maharashtra; category Disabled; annual income between 50000 and 150000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2392,50000,150000,40,60,All,Disabled
Seva Benefit Scheme 2393,Rajasthan,ST,Rural Development,Resident of Rajasthan; category ST; annual income between 0 and 500000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2393,0,500000,18,0,Male,ST
Seva Benefit Scheme 2394,Tamil Nadu,Minority,Women & Child,Resident of Tamil Nadu; category Minority; annual income between 0 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2394,0,200000,18,0,All,Minority
Seva Benefit Scheme 2395,Karnataka,Farmer,Health,Resident of Karnataka; category Farmer; annual income between 0 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2395,0,200000,21,45,All,Farmer
Seva Benefit Scheme 2396,Rajasthan,Disabled,Skill Development,Resident of Rajasthan; category Disabled; annual income between 100000 and 400000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2396,100000,400000,40,60,All,Disabled
Seva Benefit Scheme 2397,Bihar,ST,Education,Resident of Bihar; category ST; annual income between 50000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2397,50000,350000,21,0,Female,ST
Seva Benefit Scheme 2398,Delhi,Minority,Health,Resident of Delhi; category Minority; annual income between 50000 and 550000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2398,50000,550000,18,35,Female,Minority
